GEO CODE,STATE,JURISDICTION NAME,PPRN FY2012
129039,FL,Gadsden County,"$128,913 "
129041,FL,Gilchrist County,"$25,400 "
129043,FL,Glades County,"$24,277 "
129045,FL,Gulf County,"$33,395 "
129047,FL,Hamilton County,"$38,842 "
129049,FL,Hardee County,"$91,829 "
129051,FL,Hendry County,"$124,143 "
129053,FL,Hernando County,"$186,049 "
129055,FL,Highlands County,"$176,277 "
129057,FL,HILLSBOROUGH COUNTY,"$2,896,956 "
129059,FL,Holmes County,"$55,732 "
129061,FL,Indian River County,"$146,277 "
129063,FL,Jackson County,"$153,335 "
129065,FL,Jefferson County,"$44,689 "
129067,FL,Lafayette County,"$15,389 "
129069,FL,Lake County,"$185,072 "
129071,FL,LEE COUNTY,"$1,035,663 "
129073,FL,Leon County,"$115,968 "
129075,FL,Levy County,"$74,320 "
129077,FL,Liberty County,"$14,015 "
129079,FL,Madison County,"$67,138 "
129081,FL,Manatee County,"$276,082 "
129083,FL,Marion County,"$317,737 "
129085,FL,Martin County,"$171,594 "
129086,FL,MIAMI-DADE COUNTY,"$8,709,704 "
129087,FL,Monroe County,"$259,959 "
129089,FL,Nassau County,"$101,277 "
129091,FL,Okaloosa County,"$194,427 "
129093,FL,Okeechobee County,"$90,504 "
129095,FL,ORANGE COUNTY,"$2,971,627 "
129097,FL,Osceola County,"$214,263 "
129099,FL,PALM BEACH COUNTY,"$3,283,265 "
129101,FL,PASCO COUNTY,"$1,265,346 "
129103,FL,PINELLAS COUNTY,"$1,431,391 "
129105,FL,POLK COUNTY,"$1,431,797 "
129107,FL,Putnam County,"$174,616 "
129109,FL,St. Johns County,"$289,700 "
129111,FL,St. Lucie County,"$102,210 "
129113,FL,Santa Rosa County,"$165,633 "
129115,FL,Sarasota County,"$267,156 "
129117,FL,SEMINOLE COUNTY,"$944,391 "
129119,FL,Sumter County,"$101,428 "
129121,FL,Suwannee County,"$89,576 "
129123,FL,Taylor County,"$58,014 "
129125,FL,Union County,"$21,040 "
129127,FL,VOLUSIA COUNTY,"$933,686 "
129129,FL,Wakulla County,"$36,013 "
129131,FL,Walton County,"$94,946 "
129133,FL,Washington County,"$61,587 "
130054,GA,ALBANY,"$205,904 "
130168,GA,ATHENS-CLARKE COUNTY,"$264,064 "
130174,GA,ATLANTA,"$3,753,230 "
130192,GA,AUGUSTA-RICHMOND COUNTY,"$1,091,275 "
130444,GA,BRUNSWICK,"$78,548 "
130750,GA,"COLUMBUS-MUSCOGEECOUNTY","$868,257 "
130882,GA,DALTON,"$72,914 "
131314,GA,GAINESVILLE,"$72,093 "
131566,GA,HINESVILLE,"$53,808 "
131713,GA,JOHNS CREEK CITY,"$32,127 "
131968,GA,MACON,"$234,721 "
131998,GA,MARIETTA,"$124,261 "
132814,GA,ROME,"$93,501 "
132832,GA,ROSWELL,"$82,783 "
132890,GA,SANDY SPRINGS CITY,"$96,997 "
132916,GA,SAVANNAH,"$1,287,803 "
133354,GA,VALDOSTA,"$111,921 "
133432,GA,WARNER ROBINS,"$82,771 "
139001,GA,Appling County,"$35,426 "
139005,GA,Bacon County,"$22,762 "
139007,GA,Baker County,"$10,576 "
139009,GA,Baldwin County,"$70,519 "
139011,GA,Banks County,"$26,825 "
139013,GA,Barrow County,"$64,695 "
139015,GA,Bartow County,"$104,095 "
139017,GA,Ben Hill County,"$43,295 "
139019,GA,Berrien County,"$31,280 "
139021,GA,Bibb County,"$62,283 "
139023,GA,Bleckley County,"$23,493 "
139025,GA,Brantley County,"$27,933 "
139027,GA,Brooks County,"$42,312 "
139029,GA,Bryan County,"$35,750 "
139031,GA,Bulloch County,"$125,753 "
139033,GA,Burke County,"$59,260 "
139035,GA,Butts County,"$34,698 "
139037,GA,Calhoun County,"$15,387 "
139039,GA,Camden County,"$57,569 "
139043,GA,Candler County,"$26,518 "
139045,GA,Carroll County,"$152,746 "
139047,GA,Catoosa County,"$64,062 "
139049,GA,Charlton County,"$20,885 "
139051,GA,Chatham County,"$117,897 "
139053,GA,Chattahoochee County,"$17,580 "
139055,GA,Chattooga County,"$65,729 "
139057,GA,Cherokee County,"$156,292 "
139061,GA,Clay County,"$13,040 "
139063,GA,CLAYTON COUNTY,"$1,024,960 "
139065,GA,Clinch County,"$14,880 "
139067,GA,COBB COUNTY,"$1,587,713 "
139069,GA,Coffee County,"$78,178 "
139071,GA,Colquitt County,"$91,381 "
139073,GA,Columbia County,"$82,912 "
139075,GA,Cook County,"$37,597 "
139077,GA,Coweta County,"$128,395 "
139079,GA,Crawford County,"$21,076 "
139081,GA,Crisp County,"$59,126 "
139083,GA,Dade County,"$21,404 "
139085,GA,Dawson County,"$19,877 "
139087,GA,Decatur County,"$66,667 "
139089,GA,DE KALB COUNTY,"$2,777,310 "
139091,GA,Dodge County,"$36,609 "
139093,GA,Dooly County,"$28,996 "
139095,GA,Dougherty County,"$34,724 "
139097,GA,Douglas County,"$122,583 "
139099,GA,Early County,"$32,088 "
139101,GA,Echols County,"$10,723 "
139103,GA,Effingham County,"$53,665 "
139105,GA,Elbert County,"$58,821 "
139107,GA,Emanuel County,"$58,355 "
139109,GA,Evans County,"$25,383 "
139111,GA,Fannin County,"$39,778 "
139113,GA,Fayette County,"$59,657 "
139115,GA,Floyd County,"$102,133 "
139117,GA,Forsyth County,"$116,948 "
139119,GA,Franklin County,"$44,612 "
139121,GA,FULTON COUNTY,"$982,813 "
139123,GA,Gilmer County,"$39,763 "
139125,GA,Glascock County,"$7,949 "
139127,GA,Glynn County,"$68,421 "
139129,GA,Gordon County,"$67,498 "
139131,GA,Grady County,"$54,141 "
139133,GA,Greene County,"$36,649 "
139135,GA,GWINNETT COUNTY,"$2,047,420 "
139137,GA,Habersham County,"$64,926 "
139139,GA,Hall County,"$203,922 "
139141,GA,Hancock County,"$30,831 "
139143,GA,Haralson County,"$48,249 "
139145,GA,Harris County,"$32,765 "
139147,GA,Hart County,"$39,338 "
139149,GA,Heard County,"$21,620 "
139151,GA,Henry County,"$132,806 "
139153,GA,Houston County,"$71,671 "
139155,GA,Irwin County,"$21,649 "
139157,GA,Jackson County,"$79,925 "
139159,GA,Jasper County,"$30,267 "
139161,GA,Jeff Davis County,"$27,215 "
139163,GA,Jefferson County,"$42,653 "
139165,GA,Jenkins County,"$25,383 "
139167,GA,Johnson County,"$22,663 "
139169,GA,Jones County,"$29,756 "
139171,GA,Lamar County,"$32,211 "
139173,GA,Lanier County,"$14,370 "
139175,GA,Laurens County,"$86,377 "
139177,GA,Lee County,"$33,730 "
139179,GA,Liberty County,"$48,889 "
139181,GA,Lincoln County,"$19,240 "
139183,GA,Long County,"$24,030 "
139185,GA,Lowndes County,"$64,455 "
139187,GA,Lumpkin County,"$33,913 "
139189,GA,McDuffie County,"$40,477 "
139191,GA,McIntosh County,"$21,535 "
139193,GA,Macon County,"$35,959 "
139195,GA,Madison County,"$45,863 "
139197,GA,Marion County,"$15,467 "
139199,GA,Meriwether County,"$64,446 "
139201,GA,Miller County,"$15,155 "
139205,GA,Mitchell County,"$60,017 "
139207,GA,Monroe County,"$33,976 "
139209,GA,Montgomery County,"$21,887 "
139211,GA,Morgan County,"$38,046 "
139213,GA,Murray County,"$59,969 "
139217,GA,Newton County,"$93,655 "
139219,GA,Oconee County,"$30,642 "
139221,GA,Oglethorpe County,"$29,042 "
139223,GA,Paulding County,"$92,527 "
139225,GA,Peach County,"$51,893 "
139227,GA,Pickens County,"$33,224 "
139229,GA,Pierce County,"$31,393 "
139231,GA,Pike County,"$30,198 "
139233,GA,Polk County,"$99,054 "
139235,GA,Pulaski County,"$18,047 "
139237,GA,Putnam County,"$32,928 "
139239,GA,Quitman County,"$5,827 "
139241,GA,Rabun County,"$32,997 "
139243,GA,Randolph County,"$24,960 "
139247,GA,Rockdale County,"$91,873 "
139249,GA,Schley County,"$9,161 "
139251,GA,Screven County,"$38,180 "
139253,GA,Seminole County,"$21,453 "
139255,GA,Spalding County,"$109,796 "
139257,GA,Stephens County,"$38,749 "
139259,GA,Stewart County,"$17,946 "
139261,GA,Sumter County,"$79,462 "
139263,GA,Talbot County,"$17,841 "
139265,GA,Taliaferro County,"$10,409 "
139267,GA,Tattnall County,"$48,719 "
139269,GA,Taylor County,"$23,466 "
139271,GA,Telfair County,"$27,076 "
139273,GA,Terrell County,"$38,142 "
139275,GA,Thomas County,"$96,530 "
139277,GA,Tift County,"$83,194 "
139279,GA,Toombs County,"$63,196 "
139281,GA,Towns County,"$13,222 "
139283,GA,Treutlen County,"$16,418 "
139285,GA,Troup County,"$138,140 "
139287,GA,Turner County,"$26,475 "
139289,GA,Twiggs County,"$21,650 "
139291,GA,Union County,"$24,331 "
139293,GA,Upson County,"$74,260 "
139295,GA,Walker County,"$116,340 "
139297,GA,Walton County,"$94,611 "
139299,GA,Ware County,"$85,821 "
139301,GA,Warren County,"$20,433 "
139303,GA,Washington County,"$55,275 "
139305,GA,Wayne County,"$48,268 "
139307,GA,Webster County,"$8,489 "
139309,GA,Wheeler County,"$15,962 "
139311,GA,White County,"$28,105 "
139313,GA,Whitfield County,"$85,890 "
139315,GA,Wilcox County,"$23,213 "
139317,GA,Wilkes County,"$29,608 "
139319,GA,Wilkinson County,"$21,546 "
139321,GA,Worth County,"$43,775 "
150144,HI,HONOLULU,"$4,698,773 "
159001,HI,Hawaii County,"$482,669 "
159007,HI,Kauai County,"$149,691 "
159009,HI,Maui County,"$332,481 "
160102,ID,BOISE,"$233,217 "
160198,ID,COEUR D'ALENE,"$55,879 "
160510,ID,IDAHO FALLS,"$73,260 "
160618,ID,LEWISTON,"$48,018 "
160684,ID,MERIDIAN,"$45,737 "
160762,ID,NAMPA,"$97,383 "
160906,ID,POCATELLO,"$89,735 "
169001,ID,Ada County,"$93,647 "
169003,ID,Adams County,"$7,799 "
169005,ID,Bannock County,"$32,129 "
169007,ID,Bear Lake County,"$21,842 "
169009,ID,Benewah County,"$19,927 "
169011,ID,Bingham County,"$69,280 "
169013,ID,Blaine County,"$26,419 "
169015,ID,Boise County,"$11,482 "
169017,ID,Bonner County,"$65,990 "
169019,ID,Bonneville County,"$46,977 "
169021,ID,Boundary County,"$18,026 "
169023,ID,Butte County,"$6,431 "
169025,ID,Camas County,"$3,086 "
169027,ID,Canyon County,"$143,903 "
169029,ID,Caribou County,"$14,220 "
169031,ID,Cassia County,"$39,921 "
169033,ID,Clark County,"$2,800 "
169035,ID,Clearwater County,"$16,400 "
169037,ID,Custer County,"$10,381 "
169039,ID,Elmore County,"$40,030 "
169041,ID,Franklin County,"$26,457 "
169043,ID,Fremont County,"$27,864 "
169045,ID,Gem County,"$27,623 "
169047,ID,Gooding County,"$28,206 "
169049,ID,Idaho County,"$31,912 "
169051,ID,Jefferson County,"$30,120 "
169053,ID,Jerome County,"$35,379 "
169055,ID,Kootenai County,"$100,015 "
169057,ID,Latah County,"$80,586 "
169059,ID,Lemhi County,"$16,545 "
169061,ID,Lewis County,"$10,760 "
169063,ID,Lincoln County,"$10,051 "
169065,ID,Madison County,"$95,224 "
169067,ID,Minidoka County,"$40,982 "
169069,ID,Nez Perce County,"$11,662 "
169071,ID,Oneida County,"$12,280 "
169073,ID,Owyhee County,"$23,031 "
169075,ID,Payette County,"$36,638 "
169077,ID,Power County,"$14,454 "
169079,ID,Shoshone County,"$46,890 "
169081,ID,Teton County,"$12,232 "
169083,ID,Twin Falls County,"$126,152 "
169085,ID,Valley County,"$11,992 "
169087,ID,Washington County,"$23,728 "
170126,IL,ALTON CITY,"$179,958 "
170222,IL,ARLINGTON HEIGHTS,"$50,478 "
170342,IL,AURORA,"$220,166 "
170522,IL,BELLEVILLE,"$132,236 "
170606,IL,BERWYN,"$249,353 "
170660,IL,BLOOMINGTON,"$108,451 "
170690,IL,BOLINGBROOK,"$56,613 "
171218,IL,CHAMPAIGN,"$138,360 "
171296,IL,CHICAGO,"$40,548,303 "
171302,IL,CHICAGO HEIGHTS,"$108,478 "
171332,IL,CICERO,"$263,252 "
171692,IL,DANVILLE,"$174,998 "
171716,IL,DECATUR,"$278,040 "
171746,IL,DEKALB,"$74,520 "
171776,IL,DES PLAINES,"$59,427 "
171878,IL,DOWNERS GROVE,"$39,375 "
172022,IL,EAST ST LOUIS,"$879,295 "
172094,IL,ELGIN,"$152,472 "
172238,IL,EVANSTON,"$937,751 "
172814,IL,GRANITE CITY,"$141,725 "
173228,IL,HOFFMAN ESTATES,"$53,954 "
173480,IL,JOLIET,"$166,465 "
173540,IL,KANKAKEE,"$107,450 "
174596,IL,MOLINE,"$162,309 "
174734,IL,MOUNT PROSPECT,"$64,517 "
174806,IL,NAPERVILLE,"$85,915 "
175010,IL,NORMAL,"$73,231 "
175052,IL,NORTH CHICAGO,"$54,218 "
175148,IL,OAK LAWN,"$48,887 "
175154,IL,OAK PARK,"$923,039 "
175364,IL,PALATINE VILLAGE,"$73,027 "
175520,IL,PEKIN,"$76,790 "
175526,IL,PEORIA,"$932,712 "
175808,IL,RANTOUL,"$65,719 "
176000,IL,ROCKFORD,"$1,028,741 "
176006,IL,ROCK ISLAND,"$209,940 "
176300,IL,SCHAUMBURG VILLAGE,"$61,035 "
176498,IL,SKOKIE,"$93,425 "
176648,IL,SPRINGFIELD,"$230,558 "
177122,IL,URBANA,"$83,551 "
177404,IL,WAUKEGAN,"$188,462 "
177548,IL,WHEATON CITY,"$41,622 "
179001,IL,Adams County,"$143,454 "
179003,IL,Alexander County,"$34,799 "
179005,IL,Bond County,"$33,043 "
179007,IL,Boone County,"$98,620 "
179009,IL,Brown County,"$13,900 "
179011,IL,Bureau County,"$84,089 "
179013,IL,Calhoun County,"$10,768 "
179015,IL,Carroll County,"$42,921 "
179017,IL,Cass County,"$35,062 "
179019,IL,Champaign County,"$90,206 "
179021,IL,Christian County,"$75,938 "
179023,IL,Clark County,"$35,517 "
179025,IL,Clay County,"$29,256 "
179027,IL,Clinton County,"$51,855 "
179029,IL,Coles County,"$140,564 "
179031,IL,COOK COUNTY,"$4,737,791 "
179033,IL,Crawford County,"$40,718 "
179035,IL,Cumberland County,"$23,483 "
179037,IL,DeKalb County,"$81,242 "
179039,IL,De Witt County,"$36,116 "
179041,IL,Douglas County,"$39,009 "
179043,IL,DU PAGE COUNTY,"$1,677,323 "
179045,IL,Edgar County,"$46,588 "
179047,IL,Edwards County,"$14,252 "
179049,IL,Effingham County,"$62,399 "
179051,IL,Fayette County,"$44,596 "
179053,IL,Ford County,"$30,922 "
179055,IL,Franklin County,"$102,491 "
179057,IL,Fulton County,"$87,125 "
179059,IL,Gallatin County,"$19,357 "
179061,IL,Greene County,"$39,822 "
179063,IL,Grundy County,"$61,916 "
179065,IL,Hamilton County,"$20,122 "
179067,IL,Hancock County,"$47,622 "
179069,IL,Hardin County,"$12,045 "
179071,IL,Henderson County,"$16,909 "
179073,IL,Henry County,"$108,067 "
179075,IL,Iroquois County,"$69,925 "
179077,IL,Jackson County,"$211,767 "
179079,IL,Jasper County,"$19,468 "
179081,IL,Jefferson County,"$90,802 "
179083,IL,Jersey County,"$36,092 "
179085,IL,Jo Daviess County,"$51,836 "
179087,IL,Johnson County,"$22,116 "
179089,IL,Kane County,"$213,899 "
179091,IL,Kankakee County,"$145,460 "
179093,IL,Kendall County,"$89,728 "
179095,IL,Knox County,"$129,364 "
179097,IL,LAKE COUNTY,"$1,228,032 "
179099,IL,LaSalle County,"$235,291 "
179101,IL,Lawrence County,"$36,440 "
179103,IL,Lee County,"$73,627 "
179105,IL,Livingston County,"$78,816 "
179107,IL,Logan County,"$57,412 "
179109,IL,McDonough County,"$80,026 "
179111,IL,McHenry County,"$235,897 "
179113,IL,McLean County,"$63,348 "
179115,IL,Macon County,"$40,360 "
179117,IL,Macoupin County,"$101,971 "
179119,IL,MADISON COUNTY,"$676,719 "
179121,IL,Marion County,"$87,904 "
179123,IL,Marshall County,"$27,222 "
179125,IL,Mason County,"$35,272 "
179127,IL,Massac County,"$30,866 "
179129,IL,Menard County,"$22,436 "
179131,IL,Mercer County,"$37,904 "
179133,IL,Monroe County,"$33,747 "
179135,IL,Montgomery County,"$71,740 "
179137,IL,Morgan County,"$69,366 "
179139,IL,Moultrie County,"$27,578 "
179141,IL,Ogle County,"$98,289 "
179143,IL,Peoria County,"$99,628 "
179145,IL,Perry County,"$47,681 "
179147,IL,Piatt County,"$29,313 "
179149,IL,Pike County,"$43,790 "
179151,IL,Pope County,"$11,146 "
179153,IL,Pulaski County,"$27,785 "
179155,IL,Putnam County,"$11,132 "
179157,IL,Randolph County,"$58,794 "
179159,IL,Richland County,"$34,023 "
179161,IL,Rock Island County,"$132,004 "
179163,IL,ST CLAIR COUNTY,"$703,771 "
179165,IL,Saline County,"$59,837 "
179167,IL,Sangamon County,"$102,797 "
179169,IL,Schuyler County,"$16,171 "
179171,IL,Scott County,"$12,739 "
179173,IL,Shelby County,"$46,223 "
179175,IL,Stark County,"$16,697 "
179177,IL,Stephenson County,"$110,712 "
179179,IL,Tazewell County,"$123,717 "
179181,IL,Union County,"$49,564 "
179183,IL,Vermilion County,"$99,355 "
179185,IL,Wabash County,"$29,846 "
179187,IL,Warren County,"$43,345 "
179189,IL,Washington County,"$25,875 "
179191,IL,Wayne County,"$35,494 "
179193,IL,White County,"$31,486 "
179195,IL,Whiteside County,"$112,047 "
179197,IL,Will County,"$263,395 "
179199,IL,Williamson County,"$146,993 "
179201,IL,Winnebago County,"$187,439 "
179203,IL,Woodford County,"$48,815 "
180084,IN,ANDERSON,"$172,730 "
180246,IN,BLOOMINGTON,"$150,991 "
180450,IN,CARMEL,"$35,934 "
180624,IN,COLUMBUS,"$52,670 "
180846,IN,EAST CHICAGO,"$244,803 "
180912,IN,ELKHART,"$135,332 "
180954,IN,EVANSVILLE,"$1,436,672 "
181014,IN,FORT WAYNE,"$1,029,866 "
181104,IN,GARY,"$1,771,999 "
181158,IN,GOSHEN,"$49,794 "
181272,IN,HAMMOND,"$1,130,691 "
181404,IN,INDIANAPOLIS,"$4,636,949 "
181536,IN,KOKOMO,"$180,988 "
181566,IN,LAFAYETTE,"$116,396 "
181602,IN,LA PORTE,"$89,863 "
181884,IN,MICHIGAN CITY,"$129,751 "
181950,IN,MISHAWAKA,"$98,325 "
182100,IN,MUNCIE,"$254,505 "
182130,IN,NEW ALBANY,"$131,029 "
182886,IN,SOUTH BEND,"$1,364,830 "
183042,IN,TERRE HAUTE,"$881,559 "
183282,IN,WEST LAFAYETTE,"$79,102 "
189001,IN,Adams County,"$63,586 "
189003,IN,Allen County,"$104,130 "
189005,IN,Bartholomew County,"$41,039 "
189007,IN,Benton County,"$19,565 "
189009,IN,Blackford County,"$31,362 "
189011,IN,Boone County,"$68,800 "
189013,IN,Brown County,"$25,636 "
189015,IN,Carroll County,"$39,995 "
189017,IN,Cass County,"$86,339 "
189019,IN,Clark County,"$152,975 "
189021,IN,Clay County,"$51,870 "
189023,IN,Clinton County,"$73,500 "
189025,IN,Crawford County,"$28,157 "
189027,IN,Daviess County,"$73,142 "
189029,IN,Dearborn County,"$61,149 "
189031,IN,Decatur County,"$45,715 "
189033,IN,DeKalb County,"$73,124 "
189035,IN,Delaware County,"$63,260 "
189037,IN,Dubois County,"$49,575 "
189039,IN,Elkhart County,"$127,826 "
189041,IN,Fayette County,"$46,620 "
189043,IN,Floyd County,"$26,927 "
189045,IN,Fountain County,"$37,839 "
189047,IN,Franklin County,"$34,566 "
189049,IN,Fulton County,"$36,412 "
189051,IN,Gibson County,"$55,007 "
189053,IN,Grant County,"$140,176 "
189055,IN,Greene County,"$62,662 "
189057,IN,Hamilton County,"$115,158 "
189059,IN,Hancock County,"$58,142 "
189061,IN,Harrison County,"$49,800 "
189063,IN,Hendricks County,"$105,096 "
189065,IN,Henry County,"$93,239 "
189067,IN,Howard County,"$44,185 "
189069,IN,Huntington County,"$75,447 "
189071,IN,Jackson County,"$69,748 "
189073,IN,Jasper County,"$45,195 "
189075,IN,Jay County,"$52,099 "
189077,IN,Jefferson County,"$54,046 "
189079,IN,Jennings County,"$52,297 "
189081,IN,Johnson County,"$145,336 "
189083,IN,Knox County,"$98,144 "
189085,IN,Kosciusko County,"$118,723 "
189087,IN,LaGrange County,"$71,350 "
189089,IN,Lake County,"$238,712 "
189091,IN,LaPorte County,"$66,292 "
189093,IN,Lawrence County,"$81,641 "
189095,IN,Madison County,"$113,807 "
189097,IN,Marion County,"$117,387 "
189099,IN,Marshall County,"$77,099 "
189101,IN,Martin County,"$20,269 "
189103,IN,Miami County,"$77,020 "
189105,IN,Monroe County,"$79,174 "
189107,IN,Montgomery County,"$70,616 "
189109,IN,Morgan County,"$98,631 "
189111,IN,Newton County,"$23,710 "
189113,IN,Noble County,"$82,727 "
189115,IN,Ohio County,"$10,358 "
189117,IN,Orange County,"$39,263 "
189119,IN,Owen County,"$41,443 "
189121,IN,Parke County,"$35,056 "
189123,IN,Perry County,"$30,340 "
189125,IN,Pike County,"$21,184 "
189127,IN,Porter County,"$197,716 "
189129,IN,Posey County,"$39,395 "
189131,IN,Pulaski County,"$26,326 "
189133,IN,Putnam County,"$53,212 "
189135,IN,Randolph County,"$70,022 "
189137,IN,Ripley County,"$42,494 "
189139,IN,Rush County,"$42,197 "
189141,IN,St. Joseph County,"$106,524 "
189143,IN,Scott County,"$48,905 "
189145,IN,Shelby County,"$76,870 "
189147,IN,Spencer County,"$29,972 "
189149,IN,Starke County,"$50,234 "
189151,IN,Steuben County,"$52,192 "
189153,IN,Sullivan County,"$45,392 "
189155,IN,Switzerland County,"$21,240 "
189157,IN,Tippecanoe County,"$113,821 "
189159,IN,Tipton County,"$30,819 "
189161,IN,Union County,"$15,092 "
189163,IN,Vanderburgh County,"$55,286 "
189165,IN,Vermillion County,"$42,400 "
189167,IN,Vigo County,"$66,490 "
189169,IN,Wabash County,"$67,250 "
189171,IN,Warren County,"$17,139 "
189173,IN,Warrick County,"$59,529 "
189175,IN,Washington County,"$51,657 "
189177,IN,Wayne County,"$155,845 "
189179,IN,Wells County,"$47,847 "
189181,IN,White County,"$44,303 "
189183,IN,Whitley County,"$49,501 "
190138,IA,AMES,"$88,291 "
190798,IA,CEDAR FALLS,"$55,646 "
190804,IA,CEDAR RAPIDS,"$235,473 "
191134,IA,COUNCIL BLUFFS,"$193,940 "
191254,IA,DAVENPORT,"$842,608 "
191362,IA,DES MOINES,"$2,055,784 "
191464,IA,DUBUQUE,"$223,418 "
192466,IA,IOWA CITY,"$119,727 "
194812,IA,SIOUX CITY,"$930,329 "
195394,IA,WATERLOO,"$250,161 "
195508,IA,WEST DES MOINES,"$42,273 "
199001,IA,Adair County,"$20,056 "
199003,IA,Adams County,"$12,883 "
199005,IA,Allamakee County,"$39,076 "
199007,IA,Appanoose County,"$41,577 "
199009,IA,Audubon County,"$17,496 "
199011,IA,Benton County,"$55,046 "
199013,IA,Black Hawk County,"$44,976 "
199015,IA,Boone County,"$62,277 "
199017,IA,Bremer County,"$44,430 "
199019,IA,Buchanan County,"$50,677 "
199021,IA,Buena Vista County,"$77,582 "
199023,IA,Butler County,"$38,354 "
199025,IA,Calhoun County,"$30,201 "
199027,IA,Carroll County,"$42,633 "
199029,IA,Cass County,"$41,822 "
199031,IA,Cedar County,"$38,847 "
199033,IA,Cerro Gordo County,"$102,789 "
199035,IA,Cherokee County,"$31,695 "
199037,IA,Chickasaw County,"$31,844 "
199039,IA,Clarke County,"$26,969 "
199041,IA,Clay County,"$38,315 "
199043,IA,Clayton County,"$51,685 "
199045,IA,Clinton County,"$124,932 "
199047,IA,Crawford County,"$50,603 "
199049,IA,Dallas County,"$78,216 "
199051,IA,Davis County,"$28,677 "
199053,IA,Decatur County,"$25,378 "
199055,IA,Delaware County,"$39,813 "
199057,IA,Des Moines County,"$110,812 "
199059,IA,Dickinson County,"$30,883 "
199061,IA,Dubuque County,"$54,132 "
199063,IA,Emmet County,"$27,481 "
199065,IA,Fayette County,"$59,740 "
199067,IA,Floyd County,"$38,915 "
199069,IA,Franklin County,"$27,498 "
199071,IA,Fremont County,"$20,885 "
199073,IA,Greene County,"$26,562 "
199075,IA,Grundy County,"$25,189 "
199077,IA,Guthrie County,"$28,203 "
199079,IA,Hamilton County,"$36,506 "
199081,IA,Hancock County,"$25,134 "
199083,IA,Hardin County,"$45,074 "
199085,IA,Harrison County,"$39,566 "
199087,IA,Henry County,"$42,448 "
199089,IA,Howard County,"$26,356 "
199091,IA,Humboldt County,"$24,352 "
199093,IA,Ida County,"$21,267 "
199095,IA,Iowa County,"$34,254 "
199097,IA,Jackson County,"$51,168 "
199099,IA,Jasper County,"$70,667 "
199101,IA,Jefferson County,"$39,588 "
199103,IA,Johnson County,"$113,324 "
199105,IA,Jones County,"$44,552 "
199107,IA,Keokuk County,"$32,573 "
199109,IA,Kossuth County,"$42,731 "
199111,IA,Lee County,"$92,177 "
199113,IA,Linn County,"$123,146 "
199115,IA,Louisa County,"$38,001 "
199117,IA,Lucas County,"$28,463 "
199119,IA,Lyon County,"$26,296 "
199121,IA,Madison County,"$32,530 "
199123,IA,Mahaska County,"$53,127 "
199125,IA,Marion County,"$64,948 "
199127,IA,Marshall County,"$127,245 "
199129,IA,Mills County,"$30,526 "
199131,IA,Mitchell County,"$29,945 "
199133,IA,Monona County,"$27,443 "
199135,IA,Monroe County,"$20,760 "
199137,IA,Montgomery County,"$32,173 "
199139,IA,Muscatine County,"$119,527 "
199141,IA,O'Brien County,"$34,004 "
199143,IA,Osceola County,"$16,689 "
199145,IA,Page County,"$46,667 "
199147,IA,Palo Alto County,"$25,673 "
199149,IA,Plymouth County,"$47,317 "
199151,IA,Pocahontas County,"$23,493 "
199153,IA,Polk County,"$256,989 "
199155,IA,Pottawattamie County,"$49,286 "
199157,IA,Poweshiek County,"$44,411 "
199159,IA,Ringgold County,"$17,121 "
199161,IA,Sac County,"$30,606 "
199163,IA,Scott County,"$89,334 "
199165,IA,Shelby County,"$29,309 "
199167,IA,Sioux County,"$59,919 "
199169,IA,Story County,"$49,762 "
199171,IA,Tama County,"$49,070 "
199173,IA,Taylor County,"$21,846 "
199175,IA,Union County,"$35,683 "
199177,IA,Van Buren County,"$23,537 "
199179,IA,Wapello County,"$110,985 "
199181,IA,Warren County,"$68,905 "
199183,IA,Washington County,"$47,321 "
199185,IA,Wayne County,"$21,344 "
199187,IA,Webster County,"$94,346 "
199189,IA,Winnebago County,"$24,959 "
199191,IA,Winneshiek County,"$48,750 "
199193,IA,Woodbury County,"$37,721 "
199195,IA,Worth County,"$21,223 "
199197,IA,Wright County,"$32,316 "
201776,KS,KANSAS CITY,"$1,206,928 "
201902,KS,LAWRENCE,"$144,784 "
201908,KS,LEAVENWORTH,"$64,625 "
202190,KS,MANHATTAN CITY,"$93,628 "
202688,KS,OVERLAND PARK,"$117,491 "
203216,KS,SHAWNEE,"$41,214 "
203408,KS,TOPEKA,"$963,991 "
203696,KS,WICHITA,"$1,379,638 "
209001,KS,Allen County,"$34,964 "
209003,KS,Anderson County,"$18,625 "
209005,KS,Atchison County,"$40,977 "
209007,KS,Barber County,"$13,346 "
209009,KS,Barton County,"$59,426 "
209011,KS,Bourbon County,"$38,343 "
209013,KS,Brown County,"$28,357 "
209015,KS,Butler County,"$85,041 "
209017,KS,Chase County,"$7,598 "
209019,KS,Chautauqua County,"$11,793 "
209021,KS,Cherokee County,"$51,083 "
209023,KS,Cheyenne County,"$8,600 "
209025,KS,Clark County,"$6,108 "
209027,KS,Clay County,"$22,482 "
209029,KS,Cloud County,"$26,916 "
209031,KS,Coffey County,"$16,094 "
209033,KS,Comanche County,"$6,200 "
209035,KS,Cowley County,"$76,129 "
209037,KS,Crawford County,"$89,615 "
209039,KS,Decatur County,"$9,562 "
209041,KS,Dickinson County,"$41,275 "
209043,KS,Doniphan County,"$18,346 "
209045,KS,Douglas County,"$24,061 "
